clientid,income,age,loan,default
1855,54957.44967,59.50636724,6976.463275,0
112,41631.6663,53.04765477,106.0907472,0
1630,42775.52551,39.22708316,6145.987757,0
844,37598.38508,54.66392931,3641.808411,0
818,37087.26876,57.5763008,6391.153194,0
1003,63166.99496,56.51003993,4058.789534,0
1522,49240.7625,53.25457982,8004.35984,0
1136,30451.63616,42.19713668,475.4205917,0
814,32834.64674,60.58021867,4184.578203,0
1315,20904.55548,41.0178787,2606.023776,0
1079,57914.73107,50.61159971,6715.857908,0
919,23973.68759,55.28829775,95.46072238,0
1820,57240.75694,41.57139076,313.6279418,0
611,24294.67689,22.26309561,4360.053009,1
1572,40716.19089,25.80565159,2389.700759,0
442,60929.17235,60.05877767,11146.07446,0
924,49369.70415,51.37341727,109.3796228,0
784,36029.30158,52.64062442,2928.100439,0
1328,44047.66656,27.31337199,2096.917501,0
1601,38157.02968,51.52814013,5628.012004,0
810,37145.57306,53.19827894,1510.735507,0
324,26581.61453,61.95337375,5090.392774,0
1947,30047.81941,51.07732459,5768.742735,0
1101,60063.69309,59.11464434,6766.294181,0
198,35045.13141,28.65328366,2382.466772,0
845,61323.0009,60.16601647,8699.946682,0
1115,37887.54939,24.4157261,5061.777831,1
912,23087.3014,37.61963726,423.4183995,0
993,63114.49699,48.35108283,11890.75719,0
332,24698.66931,48.91255747,2427.650788,0
1199,24951.25749,62.04114048,2544.356003,0
1059,53298.49615,56.90970733,2106.709791,0
986,31763.3692,35.60251728,3489.404122,0
1173,64392.51221,37.80218224,4513.243712,0
1343,39545.95959,43.70086672,5787.658045,0
1039,60264.94065,54.72136343,2241.388144,0
1991,34237.57542,34.10165393,2658.090632,0
1098,22228.34529,33.35945709,2187.213337,0
1561,66981.413,27.48095465,6678.5628,0
829,68100.73562,47.75294027,8124.59898,0
870,65000.81962,21.69969953,1114.914824,0
1417,20595.93458,45.47522442,1330.067638,0
185,61167.77482,20.58363144,10396.61815,1
1341,40081.42056,43.11674328,770.7775496,0
1852,40522.82828,63.88714083,7720.780489,0
83,36801.90718,43.02794342,5406.344926,0
409,26680.14584,47.76173998,1671.184924,0
651,20346.46905,35.71607365,656.0331879,0
55,24912.84268,49.3663712,267.6962986,0
113,68762.41666,20.99124336,2796.752303,0
921,33585.47474,60.37738544,3933.883012,0
894,49972.01083,32.39698399,763.9541159,0
822,57426.68048,20.1188451,2461.974406,0
610,57628.43892,23.98656393,5021.639683,0
1162,28451.70557,41.60107543,1042.850376,0
294,31657.6193,37.77866429,1448.071984,0
1683,47770.71142,33.94936609,5366.868793,0
1698,39762.52658,25.66994986,3809.347155,0
916,55730.62923,55.15643796,9286.357545,0
1105,53654.07937,44.13723421,6587.775556,0
1980,33702.53183,48.14840359,922.0365897,0
282,62889.36214,33.2456503,6525.151793,0
918,49746.88744,29.36146193,7354.129523,1
984,37277.24612,26.63314682,6289.256076,1
1936,33707.80104,59.91764355,321.5789312,0
216,46643.12648,53.40508337,6440.861434,0
1281,62693.26958,22.52686485,5321.712558,0
1429,69191.23338,57.38518469,6270.574035,0
446,34141.92764,47.15114867,3371.66431,0
660,46082.07216,55.15846717,2921.235379,0
1109,22127.92411,61.18878265,1777.828551,0
1821,49973.66646,43.91861469,363.899917,0
1324,42450.54304,61.61424618,6210.280587,0
48,44379.72965,50.08867129,1814.335082,0
1078,58910.29177,31.01396195,3671.923094,0
479,38665.03393,55.12592175,6152.004833,0
917,61660.40132,48.89875823,1684.526564,0
1506,33546.29204,54.69847514,5347.295507,0
533,49604.54421,51.94400881,7045.919202,0
1468,61398.68707,63.2944038,9008.154521,0
127,26157.77727,22.82693773,2295.811656,0
211,49589.15372,42.77525588,2627.405488,0
427,37302.0834,35.01540389,2366.17424,0
655,48305.42709,55.2125357,4833.47747,0
1848,55145.78501,57.88245864,8968.678877,0
1526,52205.60706,24.64014386,1135.152226,0
1049,33436.48901,34.66914689,5473.985551,1
441,69445.64945,28.81827377,10643.40418,1
141,45341.47464,22.56956836,6525.218423,1
132,55613.48546,24.37712877,4255.252137,0
373,46065.94821,52.8386392,4947.308728,0
1376,43969.60416,25.48304865,7455.920157,1
161,27947.44028,58.34845518,5514.117421,0
599,35993.28793,41.8750019,901.9277107,0
304,28010.19093,55.36689966,3971.155479,0
1153,53287.38502,59.55992485,4432.665444,0
414,22118.35733,63.01594669,3928.121846,0
1604,67346.66246,34.90151683,6752.122458,0
1580,29072.15179,38.47588837,1589.438432,0
940,45789.48752,36.29805129,4545.157459,0
333,60560.30553,49.75058567,1994.621134,0
1647,41916.69268,48.14870817,6106.109586,0
1955,67754.10467,42.9807849,2989.950997,0
1076,52809.54629,61.01331918,6276.830737,0
105,60844.09249,45.655205,12072.25576,0
1914,69992.33271,41.77123143,52.87219028,0
1748,22547.96164,57.62641276,2957.295712,0
469,22089.83748,21.29670327,2584.022038,0
855,32151.29686,42.91491157,4601.940086,0
588,20511.42944,27.19626825,931.7900744,0
203,64718.66178,37.27649201,1485.079935,0
1067,44218.76632,58.57925853,1693.920179,0
366,32222.81881,61.81061588,934.4771331,0
1938,25602.95725,28.4463766,2214.922493,0
1195,67528.65421,52.88850155,7877.415131,0
1196,61156.93738,31.80242595,3250.006084,0
504,35886.72684,34.66834878,843.749092,0
69,24857.69488,21.59867635,2692.163459,0
1927,52901.90954,60.26135933,729.3773772,0
965,52565.06574,55.69652935,372.9742533,0
1815,20647.88765,20.32164556,725.4568686,0
52,57596.3541,29.2460566,3344.384401,0
1942,41027.90736,44.77193547,4369.218876,0
386,20258.53866,29.11553162,2767.8373,1
889,67949.73807,34.47967882,1790.348617,0
816,41254.2282,28.94820475,6993.049441,1
700,28218.96527,42.62439388,1305.082433,0
667,27521.04034,35.08659729,2699.851346,0
1663,51657.12396,35.41469759,609.3508858,0
1214,58074.60654,59.79866948,8551.259893,0
1369,27082.71898,60.27796277,4990.557123,0
608,45652.05927,53.674341,5408.212129,0
688,42435.18949,51.48952681,2766.280914,0
197,52908.82424,53.69563592,9841.080553,0
675,34158.63397,29.42114243,2911.408067,0
935,45783.15475,63.88504374,7492.90982,0
7,48430.35961,26.80913242,5722.581981,0
1956,48500.26815,61.30480025,7054.606149,0
1386,63660.64881,50.28296012,7832.572411,0
1383,63910.33466,56.63563264,8986.718948,0
1564,50895.81034,18.95700206,5556.83987,0
53,29681.88309,54.95928719,1745.871674,0
1634,30084.15883,18.45082514,737.2537244,0
571,30187.09186,28.15508425,4462.823258,1
156,51689.54854,46.15419152,9881.976006,0
1063,62247.87974,39.22965562,1870.715089,0
425,27028.15559,48.10959467,331.3643087,0
1666,48414.25154,21.95358986,2105.709505,0
269,25685.5352,39.00918946,490.7429211,0
1260,50064.34637,29.3425137,417.6331058,0
601,40484.97132,39.28143317,1093.679203,0
1912,48455.71741,27.47626829,1780.507334,0
1367,36024.93789,51.80688647,4155.44929,0
828,61363.85606,62.13637386,9636.804731,0
1690,67010.84098,51.5222956,11646.91061,0
1563,42965.99275,45.19554599,8109.051409,0
1849,48752.42408,30.76336091,8934.785761,1
521,32804.90449,62.29439051,4961.25568,0
341,52945.54779,54.63191519,6262.007945,0
159,65632.60458,47.10576675,12498.04045,0
1411,43108.41456,22.29196192,647.8793786,0
183,40543.91354,51.46087562,6507.850191,0
1736,64056.53612,48.86906318,5982.805039,0
1141,69310.95727,42.11060918,1590.325804,0
728,68827.24433,25.30253079,1049.175477,0
1702,58082.3601,60.15632703,9175.667318,0
137,55305.57483,53.58227987,8176.707165,0
596,49413.29854,18.64785258,2554.044352,0
1990,43662.09269,25.25260926,7269.596897,1
1404,52234.07535,47.98450551,9255.842934,0
242,51000.42244,27.80299751,778.7326956,0
399,27135.07262,54.8364598,1387.248801,0
1176,54953.97966,44.69223602,365.6461852,0
846,21243.9323,57.86806022,3438.979277,0
18,43378.17519,60.84831794,3277.737553,0
155,60218.53153,32.47188772,3157.961082,0
133,37049.38624,29.42301855,6056.817214,1
1851,36431.16141,46.45279704,6783.361363,0
1789,36565.80389,19.89940228,1888.334736,0
70,33180.20159,49.56597728,4621.997742,0
1137,28726.9963,34.75143776,3675.833415,1
1500,31400.85843,62.58585538,4464.404268,0
1286,50208.53002,35.02765993,729.6044303,0
1229,34505.80093,49.32442037,2151.696592,0
303,21533.59551,57.90168346,1971.55422,0
1919,48547.96138,56.64147426,1940.870699,0
1751,26325.50339,56.35027775,3336.131472,0
95,42095.4222,55.36618805,1183.704568,0
325,62040.88963,62.04980097,7643.631046,0
1111,60720.7961,38.82036029,3278.179727,0
1277,42521.79071,54.74892029,6745.817708,0
884,53852.79954,42.78285555,2089.909464,0
253,27089.39284,51.29419704,1851.311563,0
833,40230.97571,58.79409568,745.1947491,0
1464,36989.58954,33.75563245,556.5559407,0
209,61000.04277,48.62361021,2160.784908,0
771,30731.72628,40.38884294,1129.562412,0
530,25052.82026,45.57399348,3367.701923,0
1240,47688.25057,34.56708902,1377.018407,0
398,35195.46635,49.6584056,2836.988178,0
1207,36837.53085,54.72850399,1598.183569,0
46,41725.61286,18.13003836,1185.2147,0
307,43957.35058,21.14484884,5416.357798,1
612,52218.88251,37.54275677,9792.091531,0
363,47316.70138,27.06419772,1940.674044,0
473,31645.63282,32.16327128,5193.838197,1
1528,29398.72742,41.41217588,4673.766198,0
435,23086.25541,24.84996033,1256.40116,0
797,53200.54815,59.6917193,3090.473119,0
1615,27010.88377,36.60962245,2373.175255,0
1406,52623.43759,50.41852689,1156.319703,0
1297,51595.35748,28.46181675,385.4033625,0
773,38075.31877,53.10735995,6928.943621,0
1524,67006.80649,36.1980031,3692.169172,0
1639,46118.5501,23.97400067,2728.311486,0
175,39772.11873,43.72544781,5492.893689,0
1308,68936.32135,43.36505621,11073.1585,0
653,51915.67978,44.10910349,2282.911022,0
131,60119.06581,45.07696923,1810.96046,0
613,50061.76774,55.36104188,6145.131817,0
1834,28713.83052,54.70084552,1936.813257,0
1835,63321.90927,19.48791488,8092.98278,1
1456,53226.19441,43.61874729,5686.643116,0
849,51718.13696,34.35049974,1036.616804,0
535,57590.28328,19.49710268,7676.310663,1
451,60675.81216,39.9639062,11617.74891,0
380,66339.78388,35.59190521,2350.891508,0
911,25833.71723,19.20759964,3716.254685,1
1863,64287.39763,45.88390644,6301.594778,0
1574,68503.20589,19.28053543,3580.463677,0
509,56665.49409,61.64512274,11159.79317,0
791,20762.47447,25.32912274,2385.224837,0
481,66049.93403,29.3157674,13172.6813,1
250,27083.82287,60.66665852,3286.212882,0
1875,55320.78001,29.41721633,5990.716973,0
600,63402.00468,47.22342889,7530.767633,0
1151,53825.43058,45.35669022,431.4501612,0
1180,51906.04616,36.5730408,10235.27261,0
736,54022.91284,26.5610123,10641.45144,1
1221,42059.6369,55.29068575,5310.271529,0
729,58092.20489,41.81365235,5277.74042,0
154,34559.90704,29.11218199,3317.529874,0
89,53607.32693,27.5617124,2378.766173,0
909,63182.45567,25.58638213,3493.224567,0
691,66539.9276,57.70555929,12129.08223,0
1796,24709.08325,54.74520391,1915.385594,0
715,50831.42753,24.35160252,9572.586884,1
346,50139.74001,30.26781235,7758.799823,1
1445,24985.59066,50.1327548,2017.139948,0
1458,64065.68286,43.28767314,771.7174942,0
1931,44241.283,19.98253883,8733.179295,1
1977,30529.96329,47.60440226,6046.840845,0
1167,68263.76624,42.64295351,4124.330404,0
1888,36370.49398,39.67078913,2855.2161,0
903,48991.85368,18.6213071,7453.264268,1
1122,36126.23109,40.70791186,3805.802721,0
321,36132.42388,34.29426042,99.4495914,0
1075,53768.22821,25.37750388,3696.953244,0
1806,46427.49918,61.84653541,5671.45056,0
1900,35784.66349,46.54787028,110.2028905,0
813,39124.16436,44.5571086,401.3267334,0
1985,64636.40219,60.886966,2583.106425,0
406,68147.95732,22.98439448,12307.56232,1
415,56275.41002,30.24987142,2224.88416,0
1656,33820.18651,61.05088434,4342.178111,0
1675,31523.95286,62.27492278,5697.021469,0
1860,60729.94924,40.77350178,5006.850087,0
173,26039.02149,49.39040223,2056.752382,0
1813,20803.61454,61.89225017,758.4348491,0
33,67252.90061,38.13190746,4221.303157,0
975,21211.58939,32.65119825,931.7810522,0
932,49054.86027,54.06866362,1102.240361,0
1812,45245.73975,35.82444267,1974.009904,0
117,63161.09204,59.67511498,804.0924415,0
255,47007.31358,45.01979643,4069.402646,0
1661,50660.90425,52.16866404,7511.003494,0
954,48083.31155,39.15730598,9193.095264,0
1339,66896.76531,31.54546803,387.3944203,0
1553,56256.03887,22.16050255,5452.244532,0
1693,31920.41272,52.15906047,217.1879621,0
1184,52836.00643,38.25136318,5671.644328,0
381,62650.71966,33.48406627,6425.365364,0
20,58887.35755,26.07609302,4965.516066,0
1921,64057.84479,59.85843482,5774.281958,0
676,29732.05762,38.87671243,3485.018026,0
1520,51845.94256,43.41943507,8750.832088,0
1532,60302.559,52.18494901,6509.698608,0
780,36112.87441,60.5793527,3737.212187,0
34,58886.85129,38.66150424,7271.552032,0
14,27267.99546,61.57677582,4759.787581,0
434,55273.275,25.41639103,10282.99745,1
352,21081.19418,52.38283326,2395.16535,0
495,52534.78548,47.18361948,3810.131842,0
565,23532.2763,59.63373699,1077.8404,0
1780,34238.53029,63.43418801,6002.93511,0
1802,67802.69446,49.03798708,13443.47318,0
574,42476.26553,46.43822313,8334.182008,0
1705,40443.20363,33.65929892,1857.252327,0
222,43727.43934,55.19259935,1170.556334,0
1730,59579.60921,51.1302136,2319.362857,0
1323,39992.71911,20.8266799,4999.202015,1
1709,42205.6829,23.43490545,2444.737196,0
840,62955.60829,29.54950978,207.5438178,0
696,30415.10508,22.98363585,4362.083152,1
683,57999.77239,62.77011063,859.5892942,0
1786,32435.24811,43.06626362,5685.405228,0
491,42468.02083,28.62581918,1902.26561,0
998,65776.23241,39.79819134,2805.863745,0
194,42522.92241,53.86865108,6790.850263,0
122,43912.06274,23.82192118,7757.136789,1
1941,29933.20193,18.65902132,5953.521871,1
94,21053.49062,63.37940765,754.6018821,0
1711,47398.31104,50.17342698,9041.878835,0
1267,23345.86645,38.29017484,4548.110289,0
1421,41103.13692,63.07950736,3644.301903,0
961,46564.3789,50.65129969,599.830324,0
74,57018.48483,44.82571531,3507.252166,0
1424,46424.22123,59.20610592,4087.180707,0
746,35683.74495,44.49787917,4337.825559,0
1739,58609.13148,22.09757985,4270.532996,0
607,68038.79202,62.94812935,10108.79585,0
56,47761.82407,50.09815907,5549.799128,0
766,50719.76308,43.20724465,4770.937668,0
84,68811.77942,24.03826535,4211.302611,0
821,65481.94555,45.03857624,10614.24849,0
1329,24821.21413,19.24390259,874.3242555,0
1165,64162.64961,53.85556307,6938.01252,0
339,64644.3481,58.84065675,9848.171449,0
474,32306.8084,21.90630584,3603.364078,0
1357,67921.63211,35.85197819,1399.875472,0
1134,56233.78954,57.99108565,9642.092538,0
1558,21683.19372,46.02739322,339.5922689,0
1309,20436.33129,56.94096616,2356.18197,0
1147,26558.36106,57.83336484,22.32793318,0
1809,34569.30464,63.64065153,6254.527617,0
248,38600.70719,44.72279622,2749.080191,0
1245,20252.12346,27.4416098,3360.059414,1
553,53493.48601,21.87474639,5030.8288,0
1624,63637.28183,26.85198754,9955.225362,1
681,40916.56415,48.31974071,5219.804028,0
1499,66768.36121,49.13087482,4255.367636,0
233,65176.52978,48.96321098,2365.28749,0
1168,42889.33416,57.50669619,6340.708855,0
1203,66008.39707,19.42742577,9189.611514,1
139,64899.80503,38.11601668,4654.249217,0
143,28239.54321,26.19220966,4189.832568,1
1819,48765.12887,50.07041654,5183.859126,0
745,37536.34724,25.85667757,2634.358585,0
62,37403.7954,47.9441217,2044.047045,0
1589,62313.27763,60.91730571,925.7955921,0
1862,57513.81746,33.09201951,6921.491029,1
1453,20014.48947,43.2022035,2426.306223,0
404,62192.46707,46.0507889,1863.891003,0
539,60857.23505,37.39428701,10486.74435,0
510,42912.09054,60.58219753,4550.122853,0
243,31523.10777,40.44616794,5174.570569,0
385,29670.67184,53.55019966,2928.984088,0
1940,48187.34788,55.53300959,2003.41185,0
1962,28991.42394,37.16515694,1249.347564,0
461,32319.26222,42.93199308,2733.420559,0
826,43069.65215,41.24003469,4091.561292,0
1645,34876.33293,53.41569725,3102.347059,0
1536,22925.81208,34.74104443,2547.279742,0
747,45622.29071,41.63254532,528.1812501,0
1291,43536.03891,27.86690712,6427.726093,1
927,30608.94324,46.47670398,2632.551811,0
98,51663.41018,63.73571024,4147.888585,0
458,20686.23909,33.28052356,3052.576691,1
1082,55649.05588,19.66450149,7660.346171,1
529,22765.19092,20.58742742,540.6177247,0
1928,41183.82466,56.03236488,7606.993239,0
1209,68127.16681,47.9523112,12099.9703,0
1648,50052.29293,27.4822349,5589.328271,0
65,69078.60481,25.10752405,4076.583914,0
1157,29049.07149,57.78255455,2562.695554,0
564,31210.84702,54.10490667,3853.088042,0
178,50072.84763,33.01527275,8088.568019,1
1953,31898.15991,41.31715911,2015.182969,0
524,56050.30258,23.97382954,6870.83901,1
376,58695.0944,29.77440963,1826.516302,0
485,55934.43256,60.75524976,5643.179899,0
520,64913.34384,26.76631122,9781.326722,1
1579,29849.96714,39.92872415,3678.899676,0
301,27218.56103,55.17101996,4145.003587,0
164,58627.55488,33.11565325,1215.65256,0
1891,57303.47976,52.15536585,10491.63215,0
1238,32406.57073,20.98656135,3394.65824,0
1565,46175.03194,36.91534391,1064.081875,0
1179,56696.4586,57.52025339,9686.630307,0
96,50360.67879,28.83954247,4217.166823,0
1787,58028.2132,50.09548172,5753.895027,0
1966,29572.9759,39.2304778,5006.253823,0
1371,59295.74108,51.34979947,493.7144299,0
1859,60672.14559,43.05590862,6279.687007,0
540,62908.35748,51.14682721,3213.898146,0
412,52934.59443,50.40298165,3248.627718,0
991,53638.64595,44.02737436,109.4788536,0
1110,27408.72961,37.69173185,2591.028947,0
291,54925.51827,40.80560311,554.4883448,0
1298,23097.37648,53.76303351,4517.579801,0
1728,63330.73455,30.23024362,5170.899852,0
1087,44170.22174,24.47037064,2168.751735,0
1228,31233.30776,41.70405183,1662.453616,0
620,45936.5972,41.99401029,8525.231909,0
720,51894.5401,59.0037683,6579.534007,0
854,46839.06109,28.73335871,1498.200316,0
1799,46696.89266,34.199782,4732.498144,0
543,20598.92656,35.77115432,3872.402468,0
1185,51733.28751,24.91495145,7906.141179,1
1463,31410.50729,36.20457331,5797.292398,0
714,29736.3105,35.29839844,657.0484089,0
1450,36455.70151,38.47891862,3437.076895,0
467,46195.77717,32.41359859,927.0675939,0
1250,51144.24305,37.83799986,3411.656424,0
1320,29976.8291,57.6661531,3796.03274,0
888,29366.58233,22.48404853,4049.253865,1
315,51348.5273,52.43673978,1507.891341,0
576,36266.21187,55.54236272,3206.927665,0
453,63653.83991,27.51536888,8866.527185,1
707,39834.51984,63.31227526,699.9557764,0
1378,69939.32968,55.63762125,2225.224533,0
1035,53810.84766,51.43297298,9154.477015,0
981,53005.13229,45.68722047,2539.336749,0
578,64467.80368,63.40058921,521.5757014,0
570,57856.80823,33.68215095,8824.164747,1
502,43963.73801,41.55384223,4481.436861,0
64,32727.70073,34.47487101,1087.919364,0
847,62111.43441,25.97645859,499.2085782,0
360,47904.34124,40.03927024,6183.514146,0
805,26449.32829,46.47915325,2952.123152,0
470,54707.28851,44.23788146,10255.19011,0
1660,23641.70268,56.81360339,4203.50356,0
134,23122.06493,53.30953584,4263.493031,0
1330,35583.61854,63.05439716,27.25248225,0
1418,56445.47391,55.66152026,6875.579683,0
1740,53289.06797,32.30020689,7395.513416,1
266,45587.55184,62.02213807,8366.614268,0
750,48322.51407,29.26263398,7732.696396,1
1403,54009.69228,49.40990043,884.7355047,0
1794,28163.29507,58.00352914,2121.151956,0
1231,45986.3534,20.2872954,7112.926157,1
1573,64966.06564,28.37929369,11495.7311,1
40,26578.53669,32.67604425,3489.843136,1
689,46365.57352,41.85261305,5443.276307,0
1276,46942.99652,55.64154017,2187.065484,0
1423,20774.84582,35.58814413,1347.331612,0
907,47985.72247,33.55977398,8801.610127,1
1582,46672.71314,54.54870377,1408.497717,0
1396,36475.35353,63.3304318,413.3111631,0
1800,50112.4622,41.30463745,5067.032925,0
717,54049.01274,54.62035318,4569.647911,0
1205,32188.01624,49.42886416,4659.953325,0
1069,54656.54904,18.39382955,9911.134963,1
265,55235.50407,47.00526014,4910.547658,0
1514,63144.45921,32.09867363,812.5725496,0
1187,68223.68431,28.99041509,7364.001945,0
440,58580.95951,56.62695134,4317.715478,0
1505,43044.51778,60.84842437,1661.71346,0
1107,61869.46603,36.22730418,1040.493673,0
1810,52797.40104,21.12701044,1080.42349,0
49,28416.89938,57.9287193,1788.973736,0
429,62678.64545,25.83939413,333.4413981,0
1901,24791.1867,39.64327145,4844.680983,0
1155,48405.72681,47.93288261,3766.614435,0
1282,65307.12748,23.72316582,1906.79553,0
868,28982.11236,35.26825118,1440.499168,0
1708,67032.28946,44.32616679,5487.820266,0
1242,34051.52804,35.74565239,6224.152886,0
421,30595.74801,40.91149463,3495.069881,0
1989,42067.24645,24.27061152,4601.606183,0
426,23519.86609,34.39370686,2368.381231,0
623,43694.03444,49.51503554,5049.635509,0
1140,59208.71608,30.93115193,11479.43781,1
1509,66274.0729,21.82560426,11576.54224,1
534,48433.37349,28.53199734,789.6333613,0
752,38035.95133,60.65521047,4298.705028,0
135,48790.13243,32.47562106,5519.09604,0
1062,42119.82271,60.06420183,1930.566532,0
1295,32282.25175,42.63495589,3345.941958,0
1060,48818.38232,49.29612194,2312.421777,0
963,29307.32077,61.16495696,481.8426971,0
1178,41993.98432,36.19281642,6644.344214,0
804,68755.09442,53.22813215,10990.53375,0
831,54421.05401,22.96153355,6229.836019,0
974,30578.02016,55.36616174,3010.35024,0
969,60016.07961,54.31724029,2857.007414,0
1036,55478.96737,53.76292004,6227.541774,0
354,46706.45886,18.83033629,7084.263509,1
640,64751.14654,53.63820349,2289.851251,0
206,25817.38988,37.94548019,4115.484719,0
1687,47481.42964,20.49522153,9402.876118,1
757,38381.41306,54.08337144,322.7241556,0
1743,22815.64061,61.72656548,2749.079844,0
701,40208.13186,61.37191328,459.0346888,0
500,57179.40201,21.37312158,2991.967351,0
1788,60595.27533,62.22070887,4534.490222,0
411,44904.59764,44.20668666,4953.773599,0
365,35154.49348,52.89921324,4037.719604,0
356,60778.76502,43.01302298,10021.04922,0
1547,25146.59568,21.05419926,2890.652793,0
1838,31568.14432,63.86398451,5067.410013,0
589,48326.32089,35.65219864,7168.707002,0
383,21437.61575,45.73140049,2563.960873,0
1278,63188.32853,51.14162945,3960.855647,0
647,68694.84318,23.08141739,12731.89464,1
694,59253.12146,36.92041154,7327.283577,0
422,53422.21625,28.18853052,7441.759617,1
1555,34113.11328,30.83356232,6360.154897,1
1014,32657.26868,32.81218796,1796.270503,0
1545,28341.08677,39.96176879,2248.242914,0
1904,21217.74746,21.36568696,2690.768134,1
1319,48822.72096,60.94434946,599.347887,0
982,40749.02818,26.85401291,6207.186165,1
1925,55881.5418,33.30668529,8383.074165,1
1950,36352.42229,43.71886432,6239.247526,0
1557,39421.36684,26.43064278,6111.961017,1
1189,21921.36108,62.3272301,1901.143922,0
705,57575.00979,33.80013512,9857.22995,1
1689,59458.70434,56.43017456,1513.327637,0
972,20111.36326,53.49539456,1745.371922,0
930,46608.36902,20.40499151,1521.868405,0
560,53741.37102,49.72943257,6513.150125,0
462,52862.94714,47.33139712,9754.152239,0
1475,40708.91941,32.81676887,5532.343843,1
1174,26291.3758,52.40154262,1094.177529,0
1466,47704.38083,21.84036088,2717.079485,0
182,64901.89773,44.93881585,9589.833525,0
1696,68406.80717,46.05627261,2491.460861,0
450,58683.22632,24.8449593,271.7344685,0
1116,39988.74074,54.26870557,357.0881242,0
167,31046.37897,29.29739875,4907.674084,1
1064,62252.08816,28.24617586,1699.680972,0
